"0","n","v","c","f","a","e","y","g","m","s","r","w","b"
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.372121061678762,0.000355518323516283,0.000301671886411086,0.004337080280201,0.0987944915069796,0.520567780070693,0.000457769878849639,0.000385158909046945,0.000321703354973796,0.000331185072628859,0.00127941496572798,0.000322961669360149,0.000424202402849294
0,6.50346024164916e-05,0.000111671767597858,5.87205658949224e-05,0.0113516914332701,0.296727518333597,0.687183733529929,0.000300387434579551,0.000413433886257051,0.000221929228520623,0.000221946022621545,0.00294151458745588,0.000221931456651881,0.000180487151208628
0,1.34374531017406e-05,0.000151323819767517,3.29139813495581e-06,0.0251547544306608,0.657096628727993,0.317402352343632,1.1432364661374e-05,1.14849795888344e-05,1.13783110223244e-05,1.13790127691888e-05,1.28164513258206e-05,1.13784041219297e-05,0.000108342303220833
0,0.000112989113748143,0.000599241344376584,1.2724865666195e-06,0.0216422439802382,0.93453463990707,0.0425312362389764,9.78115253107198e-07,9.87979179478177e-07,9.6612850614882e-07,9.66328245677506e-07,1.26561781959344e-06,9.66155004438419e-07,0.000572246605016155
0,0.000892411155152067,0.000742578244718788,8.42255948293298e-07,0.0554428249508899,0.934672663528534,0.00767581445167897,5.59281717822132e-07,5.60483834146601e-07,5.57816313878184e-07,5.57840824288398e-07,5.94388722484257e-07,5.57819565531353e-07,0.000569477782100044
0,0.00570136360735079,0.00117374715847643,1.61107731461839e-06,0.267830874933768,0.72234850078795,0.00281984181270625,1.2624332867383e-07,1.26285516576462e-07,1.26191896559388e-07,1.26192756902913e-07,1.27475462211654e-07,1.26192010696145e-07,0.000123302041461914
0,3.40823112072701e-06,0.00119210750004589,0.0005932497532559,0.87689634916937,0.119470134618068,0.00183964350184765,5.7896745484753e-07,5.78967627264858e-07,5.78967244018629e-07,5.78967247559572e-07,5.78972500178442e-07,5.78967244488386e-07,1.63341697344441e-06
0,0.0983868516284387,0.000457166052522296,4.37330630836605e-07,0.00671674391011042,0.893458580798465,0.000548711229974238,4.10131692059542e-07,4.10140084988189e-07,4.10121459745728e-07,4.1012163091466e-07,4.10376819446891e-07,4.10121482453711e-07,0.000429048036688938
0,0.500012851631203,3.61978487819504e-06,1.57151157936739e-10,5.258672974666e-05,0.499923419281243,4.02896681731477e-06,5.60241622232483e-11,5.60244879491457e-11,5.60237651965035e-11,5.602377183644e-11,5.60336742379797e-11,5.60237660773851e-11,3.49311280671825e-06
0,0.500001485389438,3.61525459516888e-06,9.32342062879959e-11,5.24000332309277e-05,0.499934987410511,4.02230301440334e-06,4.63707985695392e-11,4.63708888383255e-11,4.63706885488788e-11,4.63706903887309e-11,4.63734345278872e-11,4.63706887929613e-11,3.48923774919306e-06
0,3.94332160418881e-07,0.00130035587288087,6.24291424607415e-06,0.184525970658491,0.486067175847969,0.327486238465962,7.47553560047629e-05,7.47599566315624e-05,7.47509106811378e-05,7.47509617108879e-05,7.48721486430188e-05,7.47509174512976e-05,0.000164981657167951
0,3.27533469540195e-09,2.341266813669e-06,3.93675570935778e-09,0.000617550678339675,0.501589997906615,0.497781205908323,1.12178220117351e-06,1.12181281738659e-06,1.1217454916135e-06,1.12174609353636e-06,1.12266681918816e-06,1.1217455714673e-06,2.16552882339105e-06
0,2.3724331927791e-05,2.59569846176573e-05,2.35827243205808e-05,0.00200895219560366,0.0166238765226828,0.9128729032717,0.00351283535407941,0.00562743546374669,0.00205483538449919,0.00205484542287194,0.0530036248351926,0.00205483671630776,0.000112590792449594
0,1.15214757882144e-06,1.24648012381408e-06,1.14520591115698e-06,0.000223047201201393,0.000874566602682147,0.811417286271786,0.00652830949645872,0.0130452648854405,0.00204585109039296,0.00204585434539246,0.161671225671778,0.00204585152223907,9.91990790149835e-05
0,3.43085560403015e-07,3.61106374603507e-07,3.41887305033123e-07,0.000171872464876441,0.000323420119616167,0.951290185550985,0.0118885334877474,0.028635483437741,0.000396584742668184,0.000396585013835416,0.00634820881761904,0.000396584778644222,0.000151495507026994
0,9.24878615304264e-08,9.35406507213569e-08,9.23527142234638e-08,8.26219897005124e-05,0.000232792268281253,0.739453930549812,0.0706350944836728,0.180867574398603,0.00126271777891128,0.00126271791732515,0.00430360201432786,0.0012627177972748,0.000635952420864562
0,6.13748337022519e-08,6.16463438815448e-08,6.13417491152268e-08,6.13719391779296e-05,0.00120915467214912,0.660269593966191,0.316339863088301,0.0135365486050785,0.000777564685258984,0.000777564706517888,0.00123783915331255,0.000777564688079423,0.0050127501330062
0,2.09480931067076e-07,2.09869248793816e-07,2.09572088427451e-07,4.0487013057426e-07,7.24096799187853e-07,0.048472113860518,0.946314572015967,0.00341523013741662,0.000423220807939103,0.000423220812603804,0.000524986681636732,0.000423220808557973,1.676986162463e-06
0,1.7810344426527e-07,1.78848836733215e-07,1.77817427177136e-07,0.000181100916085781,0.0304844050712889,0.828062144722045,0.00359950636755077,0.000511605589292121,0.000190344439950575,0.000190344440828305,0.00020852451925032,0.000190344440067024,0.136381144723933
0,8.82086413670253e-08,9.0406703543254e-08,8.74148808172435e-08,9.03363937503102e-05,0.084921021799559,0.52794530201469,0.000673423215377415,0.000143334527395262,8.81705588307312e-05,8.81705589815104e-05,9.12934985824223e-05,8.81705588507352e-05,0.385870510843757
0,1.46775245459341e-08,1.47045499867699e-08,1.4670677560573e-08,1.48556072345228e-05,0.000786424197889277,0.995893835152581,2.56097875938887e-05,1.58535990292662e-05,1.48348402481472e-05,1.48348402509474e-05,1.48928155716432e-05,1.48348402485187e-05,0.00320398026660082
0,7.04855097418237e-07,7.11245600802528e-07,7.04460409720803e-07,0.000666944869492722,0.00071138261361464,0.993185020284787,0.00076926457305206,0.000790409202309459,0.000680657981548938,0.000680658034572298,0.00183217428493366,0.0006806579885836,7.09605998246514e-07
0,2.2406606470936e-07,2.24335273390952e-07,2.2404931707414e-07,0.000225755817235538,0.000227681910225373,0.998129271736484,0.000230169120136555,0.000231107991331961,0.000226307955538532,0.00022630795783685,0.000276192838503779,0.000226307955843452,2.24266208618733e-07
0,7.22828457539831e-08,7.2353571309145e-08,7.22784586196149e-08,7.29865696356677e-05,7.34932731762749e-05,0.999399051628252,7.41453414122677e-05,7.43923319128941e-05,7.31295789251034e-05,7.31295795297252e-05,8.62528678541081e-05,7.31295790053191e-05,7.23354209528571e-08
0,9.82376400590436e-08,9.82460717630344e-08,9.8237145607894e-08,9.90382676285687e-05,9.90990693023122e-05,0.999205330946228,9.91703658489306e-05,9.91999964662995e-05,9.90485082502247e-05,9.90485083227591e-05,0.000100622864944216,9.90485082598478e-05,9.8243891521014e-08
0,8.20524288691302e-08,8.20633020803323e-08,8.20517955558479e-08,8.29349069039791e-05,8.30130013050677e-05,0.999333658894413,8.3105107973184e-05,8.31431712629354e-05,8.29485705309965e-05,8.29485706241737e-05,8.49709784234742e-05,8.29485705433584e-05,8.20604937611991e-08
0,4.50476757092021e-08,4.50486918354748e-08,4.50476163472841e-08,4.53583180695981e-05,4.53656417524797e-05,0.999636723947993,4.53728992740884e-05,4.53764686756803e-05,4.53582199071981e-05,4.53582199159359e-05,4.55478720890659e-05,4.53582199083574e-05,4.50484306833018e-08
0,1.56171196039177e-07,1.56263465047949e-07,1.56165731777022e-07,0.000158475105989371,0.000159137569253705,0.998709792064705,0.000159967276465349,0.000160290151322523,0.000158639434055058,0.000158639434845443,0.000175794689144633,0.000158639434159919,1.56239665771335e-07
0,8.48489175124766e-08,8.49146333536312e-08,8.48455168387571e-08,8.49844676752808e-05,8.54519580468621e-05,0.999304410169239,8.60392221281476e-05,8.62625730326744e-05,8.5108219346991e-05,8.51082199032859e-05,9.71874446216709e-05,8.51082194207952e-05,8.48975179575039e-08
0,0.371995124824846,5.48131762821661e-05,5.39036992769448e-05,0.000580421977543961,0.00263194568573755,0.623922368904722,0.000223742787729012,7.74565169567437e-05,7.70949653700046e-05,8.9707304737591e-05,0.000159936064035555,7.87687077391787e-05,5.47153850230786e-05
0,0.372283695023027,1.36773716736773e-05,1.29313288677298e-05,0.000183154413857991,0.00323819978434339,0.62388979140296,5.94100694673311e-05,3.112892468441e-05,3.06984921962007e-05,5.08782886133446e-05,0.000161511480521914,3.09579906474026e-05,1.39654291391919e-05
0,1.44333046767815e-06,2.34273942332179e-06,1.45967831512555e-06,0.00192904444810013,0.0266816817446358,0.97077442364323,0.000401289472606462,3.97570449778886e-05,3.98393218461259e-05,4.01558773377927e-05,4.59126806238477e-05,4.02677698618333e-05,2.38224857361224e-06
0,1.31157411307089e-07,3.2243406484529e-06,1.85157766323174e-07,0.0288204492149548,0.398254590655128,0.572647445953269,4.51980655711021e-05,4.51591132278463e-05,4.515893816438e-05,4.51593693635752e-05,4.51643048855391e-05,4.51589912469568e-05,2.97473836218113e-06
0,3.50912152590977e-07,0.000441405182831952,3.17408358945363e-06,0.111335751818889,0.842579429591417,0.0452711718256915,1.30057463991284e-06,1.30018123739629e-06,1.30018046330812e-06,1.30018267492631e-06,1.30020921615824e-06,1.30018096200052e-06,0.000360915076235052
0,3.9014798228944e-08,0.000182269114184983,3.32481078268458e-05,0.518599083190087,0.476697003774046,0.00448069574271304,6.63689567241039e-08,6.63668875248226e-08,6.63668821674828e-08,6.63668965708072e-08,6.63670663101143e-08,6.63668848388447e-08,7.26285277026653e-06
0,3.8808286455723e-07,0.000411460418715366,0.000392269333882867,0.995468142464691,0.00300233353457607,0.000722666829277018,3.8876573930874e-07,3.887656598574e-07,3.88765659599498e-07,3.88765660265034e-07,3.88765668006054e-07,3.88765659704034e-07,4.06741946753673e-07
0,2.17876146686241e-08,0.000191154063491845,1.28132971836654e-05,0.502160447646819,0.496050584772131,0.00157484532205582,3.26549977205425e-08,3.26547824553645e-08,3.26547819826253e-08,3.26547832986822e-08,3.265479897387e-08,3.26547822573517e-08,9.93718177789947e-06
0,1.03145556825519e-06,0.00109301332614496,1.064039667935e-06,0.00474292919054449,0.979139909146392,0.0139369148821194,1.09636502886355e-06,1.09627540537544e-06,1.09627528219144e-06,1.096275671398e-06,1.09628047138795e-06,1.0962753938003e-06,0.00107856021231039
0,5.38766100981595e-07,0.000553332913071512,5.39946514200426e-07,0.000838294186984283,0.996508235740813,0.00154343215672623,5.42223886593216e-07,5.42217224091778e-07,5.42217214952469e-07,5.42217243846713e-07,5.42217600249155e-07,5.42217223248658e-07,0.000552372979396815
0,3.80228787962148e-07,5.54926958825059e-07,3.80652455659522e-07,0.00166876879636775,0.266392378625371,0.729717285310813,0.000369960878710525,0.000369948345578331,0.000369948288492,0.000369948428868338,0.000369950034686853,0.000369948305600167,5.47177309727188e-07
0,1.10992720336008e-07,2.1003327416946e-07,1.11024119801232e-07,0.000261963709242663,0.423283239236179,0.575776864739361,0.000112881792948648,0.000112881483608863,0.000112881482196564,0.00011288148566843,0.000112881525380407,0.000112881482618948,2.11012680848761e-07
0,7.35832145628746e-09,2.12093392194752e-07,7.39067110207452e-09,0.000154828299635764,0.475631393567609,0.524168914837141,7.40389383742108e-06,7.40387809988626e-06,7.40387802803779e-06,7.40387820466394e-06,7.40388022495521e-06,7.40387804952635e-06,2.13166785235362e-07
0,7.18680794713745e-07,7.2955951089422e-07,7.18799485439877e-07,0.00104649396513533,0.00387095709176026,0.990577021018956,0.000750441210512569,0.000750438268605576,0.000750438255267704,0.000750438288084584,0.00075043866356486,0.000750438259281177,7.27939040488564e-07
0,2.83278096481295e-07,2.85036727619959e-07,2.83307883485779e-07,0.000348304495519792,0.000828530635537733,0.997035867349731,0.000297693928007033,0.000297693428772534,0.000297693426509359,0.000297693432077808,0.000297693495790502,0.000297693427190428,2.84758156228448e-07
0,3.45222051221705e-07,3.45499624430745e-07,3.45235311849626e-07,0.000367262129934575,0.000439709956812566,0.997036378806248,0.000359211344425635,0.000359211269136229,0.000359211268794924,0.000359211269634692,0.000359211279243091,0.000359211268897636,3.4544988481683e-07
0,5.50626781505924e-08,5.50653219748964e-08,5.50630709922582e-08,5.5466145207673e-05,5.60075773533006e-05,0.999555929286045,5.53961230614786e-05,5.53961225004651e-05,5.53961224979219e-05,5.53961225041794e-05,5.53961225757756e-05,5.53961224986872e-05,5.50646847036806e-08
0,3.00107887722172e-07,3.001648493963e-07,3.001149616633e-07,0.000312387446178233,0.000324859446669531,0.997496934891497,0.000310769623234136,0.000310769610273965,0.000310769610215214,0.000310769610359769,0.00031076961201374,0.000310769610232894,3.00151627208808e-07
0,4.05994990624088e-07,4.06006912836103e-07,4.05998024472555e-07,0.000415852866783259,0.000417559488297881,0.996672197297476,0.000415461058850906,0.000415461057078064,0.000415461057070027,0.000415461057089801,0.000415461057316051,0.000415461057072446,4.06003037969326e-07
0,8.42680964199228e-07,1.05664000683623e-06,8.7502393417047e-07,0.000864288761381889,0.00275124712745965,0.99471190194802,0.00127292775764021,7.44340919855043e-05,7.4715098172309e-05,7.57465503089626e-05,9.46103005774437e-05,7.61351182132044e-05,1.21890133542888e-06
0,4.03121770967891e-08,4.09780388404594e-07,1.60806073221568e-07,0.00406991263491664,0.00639491081934367,0.989317024860859,1.76126830370898e-05,1.44385356733808e-05,1.59726170077141e-05,2.15500554176316e-05,0.000123653186557629,2.36783709714067e-05,6.35337577158413e-07
0,3.0701091023901e-08,8.60568478319025e-07,4.28378226399861e-08,0.04017195971793,0.01104193658436,0.948597892029797,4.89382736703919e-05,2.62181523810993e-05,2.62294217219258e-05,3.05914554815102e-05,2.87331119256995e-05,2.64527624374157e-05,1.14382903473219e-07
0,4.1790586613338e-09,3.43409532649571e-05,7.81596434114235e-07,0.461731232127739,0.00219642026526263,0.535948358414699,4.17754681936443e-06,4.10007503148976e-06,4.23497355872609e-06,3.46972170232308e-05,3.46824432477286e-05,6.95478739147488e-06,1.54204697901657e-08
0,1.67899954253076e-08,2.35644568373317e-07,9.37992840021983e-08,0.395746296769781,0.0028772340744803,0.600238291204483,2.15122837624985e-05,2.03269333467516e-05,2.24589430425889e-05,0.000504149653773941,0.000503896479356042,6.54619895827481e-05,2.543454318966e-08
0,8.33538614183924e-08,1.18455984096082e-07,8.40608250547559e-08,0.00721626561404443,0.0714963926757094,0.871298716560367,0.00029761149442923,0.000245981714948394,0.000291082846438489,0.0233852218917203,0.0233735196686126,0.00239481275685217,1.08906207936033e-07
0,1.30966275811426e-08,3.07962542243447e-07,1.59082332769633e-08,0.0129102404668461,0.424803151891913,0.55740418344949,5.20872712962226e-05,5.16873782959398e-05,0.000323394657046417,8.45796922545405e-05,4.23181918112405e-05,0.00432772470089658,2.9533274713183e-07
0,1.24238468225196e-07,0.000134841360091035,1.7430194812022e-07,0.0206476155719059,0.898648188362049,0.080433828599594,3.82685712686953e-07,3.8223981149502e-07,5.47774518396837e-07,4.77950583352251e-07,4.09634156822821e-07,2.83716204317697e-06,0.000130190119118316
